,zip_code,num_of_fast_food,num_of_mex-restaurants
8958,30470,17,6
8959,30471,77,24
8960,30473,35,12
8961,30474,170,55
8962,30477,31,7
8963,30501,94,63
8964,30504,165,102
8965,30506,665,340
8966,30507,790,383
8967,30510,42,10
8968,30511,46,14
8969,30512,99,36
8970,30513,862,394
8971,30516,31,9
8972,30517,195,103
8973,30518,493,244
8974,30519,455,221
8975,30520,135,49
8976,30521,150,48
8977,30522,96,38
8978,30523,116,47
8979,30525,631,279
8980,30527,44,17
8981,30528,182,78
8982,30529,344,169
8983,30530,257,111
8984,30531,43,11
8985,30533,197,109
8986,30534,369,191
8987,30535,55,17
8988,30536,106,50
8989,30537,71,39
8990,30538,34,12
8991,30540,104,45
8992,30541,125,52
8993,30542,262,142
8994,30543,70,40
8995,30545,38,12
8996,30546,127,44
8997,30547,29,7
8998,30548,968,458
8999,30549,442,212
9000,30552,120,48
9001,30553,170,61
9002,30554,329,152
9003,30555,19,10
9004,30557,153,53
9005,30558,421,197
9006,30559,63,29
9007,30560,74,33
9008,30562,13,7
9009,30563,45,14
9010,30564,74,32
9011,30565,139,71
9012,30566,72,49
9013,30567,123,67
9014,30568,14,10
9015,30571,125,48
9016,30572,105,44
9017,30573,117,48
9018,30575,17,8
9019,30576,120,48
9020,30577,136,45
9021,30582,39,12
9022,30601,126,67
9023,30602,67,42
9024,30605,122,68
9025,30606,125,69
9026,30607,143,73
9027,30609,23,15
9028,30619,89,55
9029,30620,120,52
9030,30621,110,57
9031,30622,131,71
9032,30624,21,10
9033,30625,24,12
9034,30627,52,18
9035,30628,86,51
9036,30629,176,82
9037,30630,28,15
9038,30631,34,11
9039,30633,207,96
9040,30634,90,34
9041,30635,729,294
9042,30641,91,43
9043,30642,633,263
9044,30643,182,69
9045,30646,127,68
9046,30648,139,78
9047,30650,114,47
9048,30655,709,305
9049,30656,756,335
9050,30660,53,23
9051,30662,212,97
9052,30663,250,107
9053,30665,11,5
9054,30666,153,77
9055,30667,157,83
9056,30668,661,245
9057,30669,151,78
9058,30673,574,209
9059,30677,238,119
9060,30678,51,21
9061,30680,754,352
9062,30683,116,68
9063,30701,222,109
9064,30705,209,97
9065,30707,372,186
9066,30710,56,34
9067,30711,212,100
9068,30720,371,185
9069,30721,353,176
9070,30725,219,106
9071,30728,261,118
9072,30730,17,10
9073,30731,111,44
9074,30733,86,37
9075,30734,209,103
9076,30735,185,96
9077,30736,474,223
9078,30738,345,156
9079,30739,59,23
9080,30740,79,48
9081,30741,240,119
9082,30742,48,12
9083,30746,37,13
9084,30747,167,89
9085,30750,162,94
9086,30752,45,18
9087,30753,17,8
9088,30755,145,66
9089,30757,118,78
9090,30802,285,84
9091,30803,29,11
9092,30805,297,83
9093,30807,15,185
9094,30808,32,11
9095,30809,230,69
9096,30810,49,17
9097,30812,15,65
9098,30813,194,54
9099,30814,89,30
9100,30815,322,97
9101,30816,175,50
9102,30817,183,56
9103,30818,10,122
9104,30820,30,9
9105,30821,25,8
9106,30822,442,140
9107,30823,174,50
9108,30824,97,35
9109,30828,22,7
9110,30830,413,129
9111,30833,258,71
9112,30901,251,70
9113,30903,41,15
9114,30904,268,75
9115,30905,250,74
9116,30906,319,96
9117,30907,265,75
9118,30909,265,75
9119,31001,22,10
9120,31002,56,16
9121,31003,406,119
9122,31005,115,38
9123,31006,27,7
9124,31007,60,11
9125,31008,138,42
9126,31009,42,15
9127,31011,9,6
9128,31012,388,116
9129,31014,147,50
9130,31015,32,6
9131,31016,79,22
9132,31017,88,28
9133,31018,15,5
9134,31019,28,8
9135,31020,268,81
9136,31021,394,118
9137,31022,42,14
9138,31023,26,8
9139,31024,69,27
9140,31025,24,5
9141,31027,36,10
9142,31028,31,14
9143,31029,1100,339
9144,31030,246,70
9145,31031,257,79
9146,31032,192,57
9147,31033,173,50
9148,31035,7,118
9149,31036,107,30
9150,31037,19,8
9151,31038,181,59
9152,31041,505,148
9153,31042,49,16
9154,31044,406,120
9155,31046,189,58
9156,31047,165,48
9157,31049,29,8
9158,31050,28,6
9159,31051,6,106
9160,31052,142,44
9161,31054,431,133
9162,31055,24,11
9163,31057,144,41
9164,31058,566,165
9165,31060,21,10
9166,31061,77,23
9167,31063,147,44
9168,31064,100,37
9169,31065,5,119
9170,31066,275,81
9171,31067,58,20
9172,31068,72,14
9173,31069,145,43
9174,31070,48,8
9175,31071,391,116
9176,31072,41,12
9177,31075,42,14
9178,31076,97,17
9179,31077,20,10
9180,31078,198,62
9181,31079,40,12
9182,31082,418,131
9183,31083,27,10
9184,31085,151,67
9185,31087,407,145
9186,31088,120,38
9187,31089,47,14
9188,31090,58,20
9189,31091,82,20
9190,31092,25,94
9191,31093,130,38
9192,31094,14,114
9193,31096,48,13
9194,31097,70,21
9195,31098,122,38
9196,31201,141,38
9197,31204,134,38
9198,31206,182,55
9199,31210,144,41
9200,31211,254,80
9201,31216,186,57
9202,31217,271,82
9203,31220,135,39
9204,31301,29,6
9205,31302,148,58
9206,31303,49,29
9207,31305,73,32
9208,31308,305,129
9209,31309,71,17
9210,31312,538,266
9211,31313,159,49
9212,31314,35,7
9213,31315,35,7
9214,31316,491,213
9215,31318,101,47
9216,31320,576,292
9217,31321,111,42
9218,31322,262,127
9219,31323,515,261
9220,31324,304,135
9221,31326,330,180
9222,31328,10,15
9223,31329,142,86
9224,31331,446,207
9225,31401,134,75
9226,31404,188,108
9227,31405,260,123
9228,31406,229,118
9229,31407,195,107
9230,31408,269,133
9231,31409,151,85
9232,31410,173,98
9233,31411,179,106
9234,31415,138,81
9235,31419,369,183
9236,31501,23,7
9237,31503,209,55
9238,31510,134,46
9239,31512,30,11
9240,31513,199,60
9241,31516,41,11
9242,31518,211,72
9243,31519,32,11
9244,31520,62,29
9245,31522,69,33
9246,31523,236,88
9247,31525,85,36
9248,31527,61,29
9249,31532,7,64
9250,31533,40,13
9251,31535,25,8
9252,31537,945,372
9253,31539,40,14
9254,31542,31,10
9255,31543,73,21
9256,31544,28,13
9257,31545,57,15
9258,31546,109,33
9259,31547,9,5
9260,31548,136,55
9261,31549,37,14
9262,31550,199,59
9263,31551,47,14
9264,31552,46,14
9265,31553,40,9
9266,31554,55,17
9267,31555,30,10
9268,31556,43,11
9269,31557,43,11
9270,31558,108,56
9271,31560,48,13
9272,31562,197,52
9273,31563,30,10
9274,31565,107,46
9275,31566,66,20
9276,31567,17,5
9277,31568,113,53
9278,31569,144,65
9279,31601,113,33
9280,31602,113,38
9281,31605,81,28
9282,31606,118,37
9283,31620,155,54
9284,31622,85,29
9285,31623,27,7
9286,31624,48,14
9287,31625,35,12
9288,31626,74,24
9289,31627,41,18
9290,31629,120,38
9291,31630,48,14
9292,31631,304,85
9293,31632,123,42
9294,31634,240,73
9295,31635,98,34
9296,31636,112,32
9297,31637,81,31
9298,31638,29,9
9299,31639,112,39
9300,31641,110,37
9301,31642,29,10
9302,31643,460,154
9303,31645,22,8
9304,31647,13,5
9305,31648,7,67
9306,31649,103,33
9307,31650,35,12
9308,31698,17,8
9309,31699,5,38
9310,31701,74,21
9311,31705,91,27
9312,31707,61,17
9313,31709,46,8
9314,31711,19,115
9315,31712,37,10
9316,31714,69,20
9317,31716,82,25
9318,31719,30,6
9319,31720,492,163
9320,31721,70,19
9321,31722,138,46
9322,31730,243,80
9323,31733,48,16
9324,31735,9,93
9325,31738,38,10
9326,31743,240,67
9327,31744,124,39
9328,31747,167,56
9329,31749,68,26
9330,31750,170,55
9331,31756,15,5
9332,31757,79,28
9333,31763,104,26
9334,31764,49,9
9335,31765,54,16
9336,31768,105,32
9337,31771,83,29
9338,31772,13,64
9339,31773,58,17
9340,31774,56,20
9341,31775,57,19
9342,31778,93,30
9343,31779,53,15
9344,31780,29,6
9345,31781,9,86
9346,31783,76,23
9347,31784,5,66
9348,31787,84,22
9349,31788,161,55
9350,31789,85,31
9351,31790,75,23
9352,31791,123,38
9353,31792,138,47
9354,31793,86,32
9355,31794,87,32
9356,31795,46,16
9357,31796,147,41
9358,31798,28,9
9359,31801,158,46
9360,31803,54,13
9361,31804,210,68
9362,31805,23,7
9363,31806,24,5
9364,31807,205,68
9365,31808,154,48
9366,31810,96,27
9367,31811,237,75
9368,31812,18,8
9369,31814,6,124
9370,31815,388,119
9371,31816,796,283
9372,31820,169,54
9373,31822,135,43
9374,31823,207,66
9375,31824,31,6
9376,31825,25,6
9377,31826,207,64
9378,31827,51,17
9379,31829,194,63
9380,31830,5,310
9381,31831,205,64
9382,31832,346,100
9383,31833,224,78
9384,31836,87,30
9385,31901,158,51
9386,31903,88,26
9387,31904,180,55
9388,31905,188,58
9389,31906,167,53
9390,31907,184,56
9391,31909,134,43
9392,32003,379,144
9393,32008,74,16
9394,32009,674,232
9395,32011,631,248
9396,32024,78,18
9397,32025,76,17
9398,32033,95,57
9399,32034,557,238
9400,32038,236,80
9401,32040,71,18
9402,32043,510,185
9403,32044,40,15
9404,32046,275,84
9405,32052,225,61
9406,32053,120,32
9407,32054,129,35
9408,32055,69,13
9409,32058,247,70
9410,32059,54,11
9411,32060,370,116
9412,32062,75,13
9413,32063,223,55
9414,32064,13,12
9415,32065,363,139
9416,32066,245,67
9417,32068,731,264
9418,32071,309,96
9419,32073,512,205
9420,32079,10,294
9421,32080,202,101
9422,32081,882,369
9423,32082,828,353
9424,32083,27,6
9425,32084,494,212
9426,32086,183,93
9427,32087,936,318
9428,32091,366,129
9429,32092,536,227
9430,32094,69,12
9431,32095,144,76
9432,32096,64,12
9433,32097,397,158
9434,32102,2000,845
9435,32110,841,359
9436,32112,65,26
9437,32113,300,103
9438,32114,181,83
9439,32117,126,58
9440,32118,174,82
9441,32119,115,47
9442,32124,345,143
9443,32127,186,87
9444,32128,184,79
9445,32129,106,40
9446,32130,356,155
9447,32131,22,9
9448,32132,34,20
9449,32134,1200,502
9450,32136,48,17
9451,32137,200,108
9452,32139,84,33
9453,32140,20,557
9454,32141,35,20
9455,32145,165,83
9456,32147,23,9
9457,32148,65,17
9458,32157,16,9
9459,32159,103,41
9460,32162,98,39
9461,32164,48,17
9462,32168,674,285
9463,32169,79,38
9464,32174,288,127
9465,32176,142,65
9466,32177,1500,627
9467,32179,268,106
9468,32180,215,88
9469,32181,22,10
9470,32187,23,9
9471,32189,23,9
9472,32190,1100,436
9473,32193,47,21
9474,32195,107,41
9475,32202,267,114
9476,32204,237,101
9477,32205,191,80
9478,32206,251,105
9479,32207,282,128
9480,32208,480,178
9481,32209,205,80
9482,32210,566,207
9483,32211,269,116
9484,32212,238,95
9485,32216,308,132
9486,32217,326,161
9487,32218,823,334
9488,32219,262,94
9489,32220,789,285
9490,32221,294,108
9491,32222,115,33
9492,32223,199,73
9493,32224,513,229
9494,32225,531,237
9495,32226,819,335
9496,32227,10,143
9497,32228,10,140
9498,32233,104,66
9499,32234,569,195
9500,32244,536,199
9501,32246,559,251
9502,32250,118,72
9503,32254,170,66
9504,32256,556,271
9505,32257,645,254
9506,32258,515,252
9507,32259,848,367
9508,32266,74,56
9509,32277,192,75
9510,32301,190,72
9511,32303,209,79
9512,32304,208,80
9513,32305,229,87
9514,32308,210,80
9515,32309,251,91
9516,32310,314,117
9517,32311,206,77
9518,32312,272,100
9519,32317,189,74
9520,32320,6,9
9521,32321,383,146
9522,32322,12,7
9523,32323,12,7
9524,32324,41,14
9525,32327,211,78
9526,32328,291,108
9527,32330,43,15
9528,32331,404,134
9529,32332,9,5
9530,32333,239,92
9531,32334,319,120
9532,32336,379,127
9533,32340,44,10
9534,32343,126,51
9535,32344,382,130
9536,32346,242,94
9537,32347,26,133
9538,32348,285,95
9539,32350,21,67
9540,32351,331,125
9541,32352,237,92
9542,32355,8,106
9543,32358,264,102
9544,32359,101,22
9545,32361,7,129
9546,32401,138,51
9547,32403,150,62
9548,32404,224,114
9549,32405,139,51
9550,32407,144,57
9551,32408,145,57
9552,32409,153,68
9553,32410,20,8
9554,32413,166,92
9555,32420,31,8
9556,32421,46,10
9557,32423,11,138
9558,32424,365,144
9559,32425,39,14
9560,32426,11,5
9561,32427,507,216
9562,32428,367,166
9563,32430,97,25
9564,32431,41,14
9565,32433,70,20
9566,32435,522,222
9567,32437,7,14
9568,32438,246,119
9569,32439,203,111
9570,32440,111,38
9571,32442,33,12
9572,32443,19,5
9573,32444,120,46
9574,32445,216,81
9575,32446,51,17
9576,32448,37,11
9577,32449,56,14
9578,32455,534,226
9579,32456,165,81
9580,32459,175,102
9581,32460,48,17
9582,32462,417,190
9583,32463,13,164
9584,32464,26,9
9585,32465,176,81
9586,32466,161,60
9587,32501,173,58
9588,32502,162,63
9589,32503,199,61
9590,32504,172,51
9591,32505,265,97
9592,32506,223,75
9593,32507,353,147
9594,32508,65,28
9595,32509,99,29
9596,32511,23,9
9597,32514,270,85
9598,32526,229,72
9599,32531,85,25
9600,32533,166,48
9601,32534,126,33
9602,32535,64,23
9603,32536,113,34
9604,32539,140,46
9605,32541,147,65
9606,32542,207,89
9607,32544,59,25
9608,32547,118,53
9609,32548,215,86
9610,32550,38,19
9611,32561,309,110
9612,32563,166,62
9613,32564,254,98
9614,32565,121,36
9615,32566,36,12
9616,32567,49,13
9617,32568,152,42
9618,32569,88,36
9619,32570,619,257
9620,32571,318,113
9621,32577,9,277
9622,32578,124,60
9623,32579,96,45
9624,32580,49,15
9625,32583,395,142
9626,32601,145,53
9627,32603,117,46
9628,32605,156,61
9629,32606,175,69
9630,32607,170,68
9631,32608,163,63
9632,32609,215,77
9633,32615,220,79
9634,32616,6,66
9635,32617,102,29
9636,32618,216,77
9637,32619,48,14
9638,32621,198,74
9639,32622,10,7
9640,32625,26,7
9641,32626,27,8
9642,32628,21,46
9643,32631,10,79
9644,32640,1200,496
9645,32641,160,59
9646,32643,235,80
9647,32648,11,42
9648,32653,174,67
9649,32656,283,105
9650,32658,46,21
9651,32664,38,7
9652,32666,210,71
9653,32667,273,93
9654,32668,155,45
9655,32669,208,75
9656,32680,306,106
9657,32683,62,17
9658,32686,318,110
9659,32693,70,26
9660,32694,88,32
9661,32696,307,105
9662,32697,268,88
9663,32701,113,46
9664,32702,314,136
9665,32703,1700,725
9666,32707,262,124
9667,32708,705,310
9668,32709,982,442
9669,32712,471,221
9670,32713,173,63
9671,32714,255,112
9672,32720,527,234
9673,32724,419,181
9674,32725,177,65
9675,32726,48,31
9676,32730,80,41
9677,32732,228,97
9678,32735,46,21
9679,32736,869,396
9680,32738,174,62
9681,32744,68,26
9682,32746,482,205
9683,32750,214,83
9684,32751,366,188
9685,32754,673,265
9686,32757,1300,580
9687,32759,26,13
9688,32763,46,21
9689,32764,993,429
9690,32765,624,294
9691,32766,209,80
9692,32767,439,184
9693,32771,1200,511
9694,32773,488,205
9695,32776,1200,520
9696,32778,81,43
9697,32779,203,80
9698,32780,238,105
9699,32784,435,191
9700,32789,408,211
9701,32792,443,231
9702,32796,45,11
9703,32798,32,34
9704,32801,151,102
9705,32803,401,214
9706,32804,411,211
9707,32805,532,274
9708,32806,463,229
9709,32807,422,227
9710,32808,370,184
9711,32809,1200,525
9712,32810,339,178
9713,32811,473,241
9714,32812,387,195
9715,32814,148,102
9716,32817,298,131
9717,32818,232,90
9718,32819,1100,486
9719,32820,127,58
9720,32821,426,212
9721,32822,1000,462
9722,32824,925,422
9723,32825,760,345
9724,32826,199,80
9725,32827,839,379
9726,32828,517,233
9727,32829,224,87
9728,32831,68,30
9729,32832,397,198
9730,32833,200,77
9731,32835,367,161
9732,32836,912,411
9733,32837,998,454
9734,32839,528,260
9735,32901,130,52
9736,32903,121,54
9737,32904,120,45
9738,32905,148,60
9739,32907,146,57
9740,32908,42,14
9741,32909,108,43
9742,32920,62,30
9743,32922,58,22
9744,32925,48,31
9745,32926,109,44
9746,32927,129,53
9747,32931,152,79
9748,32934,178,79
9749,32935,193,88
9750,32937,79,41
9751,32940,301,129
9752,32948,1700,749
9753,32949,113,45
9754,32950,45,14
9755,32951,260,120
9756,32952,307,130
9757,32953,136,61
9758,32955,170,89
9759,32958,71,34
9760,32960,54,25
9761,32962,55,25
9762,32963,164,69
9763,32966,774,329
9764,32967,76,37
9765,32968,102,46
9766,32976,61,25
9767,33001,34,46
9768,33004,302,200
9769,33009,333,173
9770,33010,638,379
9771,33012,114,62
9772,33013,103,49
9773,33014,131,63
9774,33015,98,48
9775,33016,317,134
9776,33018,185,86
9777,33019,1000,509
9778,33020,338,195
9779,33021,415,216
9780,33023,450,214
9781,33024,454,203
9782,33025,389,144
9783,33026,133,57
9784,33027,294,117
9785,33028,302,111
9786,33029,142,61
9787,33030,217,103
9788,33031,322,143
9789,33032,369,159
9790,33033,203,99
9791,33034,1700,932
9792,33035,122,69
9793,33036,19,26
9794,33037,107,84
9795,33039,5,19
9796,33040,48,56
9797,33042,50,64
9798,33043,6,87
9799,33050,19,26
9800,33051,9,11
9801,33054,410,152
9802,33055,96,43
9803,33056,91,21
9804,33060,347,171
9805,33062,832,410
9806,33063,419,182
9807,33064,340,172
9808,33065,232,95
9809,33066,100,50
9810,33067,247,114
9811,33068,105,47
9812,33069,455,210
9813,33070,17,18
9814,33071,248,102
9815,33073,385,176
9816,33076,166,72
9817,33125,279,237
9818,33126,599,330
9819,33127,173,153
9820,33128,111,113
9821,33129,145,145
9822,33130,96,100
9823,33131,67,73
9824,33132,382,374
9825,33133,142,132
9826,33134,175,128
9827,33135,259,237
9828,33136,126,133
9829,33137,207,218
9830,33138,101,68
9831,33139,353,350
9832,33140,355,344
9833,33141,383,349
9834,33142,216,170
9835,33143,512,288
9836,33144,168,87
9837,33145,225,187
9838,33146,167,108
9839,33147,132,66
9840,33149,835,551
9841,33150,573,425
9842,33154,88,66
9843,33155,165,84
9844,33156,311,149
9845,33157,206,93
9846,33158,225,105
9847,33160,272,154
9848,33161,96,51
9849,33162,138,61
9850,33165,136,47
9851,33166,527,260
9852,33167,67,29
9853,33168,103,39
9854,33169,456,207
9855,33170,417,185
9856,33172,482,209
9857,33173,140,76
9858,33174,152,54
9859,33175,408,169
9860,33176,373,155
9861,33177,213,101
9862,33178,1000,443
9863,33179,135,67
9864,33180,109,74
9865,33181,95,69
9866,33182,811,338
9867,33183,383,145
9868,33184,93,30
9869,33185,242,98
9870,33186,296,121
9871,33187,472,191
9872,33189,142,63
9873,33190,45,22
9874,33193,219,92
9875,33194,2700,1400
9876,33196,595,253
9877,33301,131,101
9878,33304,148,117
9879,33305,148,122
9880,33306,50,39
9881,33308,372,221
9882,33309,533,272
9883,33311,484,271
9884,33312,452,263
9885,33313,465,227
9886,33314,507,257
9887,33315,400,251
9888,33316,311,205
9889,33317,471,241
9890,33319,485,232
9891,33321,308,121
9892,33322,340,133
9893,33323,252,93
9894,33324,358,151
9895,33325,283,114
9896,33326,812,315
9897,33327,72,26
9898,33328,443,182
9899,33330,345,138
9900,33331,237,80
9901,33332,564,214
9902,33334,399,228
9903,33351,331,135
9904,33401,192,109
9905,33403,78,42
9906,33404,157,90
9907,33405,195,132
9908,33406,199,135
9909,33407,178,104
9910,33408,122,65
9911,33409,194,109
9912,33410,285,156
9913,33411,415,235
9914,33412,333,186
9915,33413,249,154
9916,33414,409,226
9917,33415,251,152
9918,33417,238,126
9919,33418,267,150
9920,33426,181,97
9921,33428,171,79
9922,33430,280,129
9923,33431,241,119
9924,33432,194,88
9925,33433,310,138
9926,33434,251,122
9927,33435,159,84
9928,33436,187,102
9929,33437,156,78
9930,33438,1300,6
9931,33440,1600,769
9932,33441,68,43
9933,33442,317,148
9934,33444,169,83
9935,33445,200,97
9936,33446,135,56
9937,33449,410,226
9938,33455,391,189
9939,33458,143,79
9940,33460,205,128
9941,33461,218,133
9942,33462,171,100
9943,33463,217,126
9944,33467,183,98
9945,33469,112,72
9946,33470,652,360
9947,33471,630,358
9948,33472,430,234
9949,33473,10,228
9950,33476,5,6
9951,33477,70,50
9952,33478,531,294
9953,33480,696,375
9954,33483,143,68
9955,33484,202,97
9956,33486,122,66
9957,33487,183,98
9958,33493,15,13
9959,33496,212,104
9960,33498,133,63
9961,33510,157,71
9962,33511,480,258
9963,33513,223,85
9964,33514,43,15
9965,33521,86,32
9966,33523,331,130
9967,33525,746,312
9968,33527,286,126
9969,33534,58,30
9970,33538,318,115
9971,33540,129,57
9972,33541,140,66
9973,33542,24,6
9974,33543,297,129
9975,33544,224,104
9976,33545,154,73
9977,33547,966,473
9978,33548,557,265
9979,33549,530,256
9980,33556,602,310
9981,33558,555,247
9982,33559,449,204
9983,33563,290,111
9984,33565,303,115
9985,33566,288,113
9986,33567,255,101
9987,33569,154,67
9988,33570,185,104
9989,33572,294,150
9990,33573,129,65
9991,33576,130,52
9992,33578,487,263
9993,33579,57,27
9994,33584,486,261
9995,33585,55,19
9996,33592,478,236
9997,33594,155,66
9998,33596,122,53
9999,33597,302,118
10000,33598,1200,588
10001,33602,304,180
10002,33603,135,106
10003,33604,394,224
10004,33605,314,182
10005,33606,255,167
10006,33607,773,379
10007,33609,297,184
10008,33610,663,328
10009,33611,172,120
10010,33612,329,174
10011,33613,696,350
10012,33614,401,235
10013,33615,273,160
10014,33616,119,73
10015,33617,223,127
10016,33618,258,125
10017,33619,651,326
10018,33621,53,26
10019,33624,249,119
10020,33625,195,98
10021,33626,129,59
10022,33629,243,167
10023,33634,325,206
10024,33635,178,84
10025,33637,205,92
10026,33647,535,274
10027,33701,86,45
10028,33702,209,96
10029,33703,186,82
10030,33704,208,92
10031,33705,161,83
10032,33706,361,173
10033,33707,249,124
10034,33708,168,92
10035,33709,317,148
10036,33710,280,135
10037,33711,175,103
10038,33712,166,95
10039,33713,106,54
10040,33714,127,50
10041,33715,292,#N/A
10042,33716,200,82
10043,33755,103,77
10044,33756,208,127
10045,33759,229,120
10046,33760,250,116
10047,33761,82,32
10048,33762,203,92
10049,33763,72,51
10050,33764,260,128
10051,33765,103,63
10052,33767,176,107
10053,33770,195,111
10054,33771,247,133
10055,33772,189,89
10056,33773,269,127
10057,33774,52,22
10058,33776,44,18
10059,33777,251,104
10060,33778,74,25
10061,33781,315,137
10062,33782,297,124
10063,33785,133,59
10064,33786,45,28
10065,33801,206,74
10066,33803,212,78
10067,33805,209,70
10068,33809,740,292
10069,33810,172,62
10070,33811,189,72
10071,33812,112,43
10072,33813,214,78
10073,33815,119,40
10074,33823,250,89
10075,33825,104,54
10076,33827,36,19
10077,33830,352,140
10078,33834,2500,1200
10079,33837,312,125
10080,33838,30,16
10081,33839,25,10
10082,33841,308,131
10083,33843,172,79
10084,33844,846,344
10085,33847,58,21
10086,33848,153,68
10087,33849,6,349
10088,33850,144,55
10089,33851,50,23
10090,33852,503,251
10091,33853,24,14
10092,33856,20,12
10093,33857,68,29
10094,33859,322,123
10095,33860,505,214
10096,33865,42,34
10097,33867,58,24
10098,33868,975,406
10099,33870,52,20
10100,33872,39,15
10101,33873,79,49
10102,33875,35,12
10103,33876,45,17
10104,33880,203,76
10105,33881,142,62
10106,33884,118,54
10107,33890,67,39
10108,33896,414,181
10109,33897,263,120
10110,33898,1700,743
10111,33901,198,103
10112,33903,243,126
10113,33904,166,95
10114,33905,241,135
10115,33907,187,101
10116,33908,323,197
10117,33909,94,48
10118,33912,326,180
10119,33913,471,279
10120,33914,76,40
10121,33916,168,87
10122,33917,232,114
10123,33919,179,97
10124,33920,82,34
10125,33921,23,17
10126,33922,78,51
10127,33924,296,183
10128,33928,505,318
10129,33930,195,113
10130,33931,262,173
10131,33935,122,65
10132,33936,68,34
10133,33946,46,24
10134,33947,18,11
10135,33948,58,24
10136,33950,89,30
10137,33952,62,23
10138,33953,113,46
10139,33954,90,35
10140,33955,104,56
10141,33956,132,88
10142,33957,98,76
10143,33960,25,10
10144,33965,32,17
10145,33966,156,84
10146,33967,110,62
10147,33971,197,109
10148,33972,12,7
10149,33973,6,123
10150,33974,10,7
10151,33976,24,14
10152,33980,61,22
10153,33981,111,49
10154,33982,939,562
10155,33983,31,17
10156,33990,169,93
10157,33991,228,147
10158,33993,439,252
10159,34102,79,63
10160,34103,39,20
10161,34104,93,69
10162,34105,121,87
10163,34108,92,63
10164,34109,121,70
10165,34110,85,66
10166,34112,69,52
10167,34113,101,78
10168,34114,164,125
10169,34116,120,85
10170,34117,120,81
10171,34119,179,129
10172,34120,439,299
10173,34134,200,135
10174,34135,191,128
10175,34139,335,251
10176,34142,561,356
10177,34145,17,15
10178,34201,67,23
10179,34202,236,153
10180,34203,288,183
10181,34205,64,43
10182,34207,119,78
10183,34208,238,153
10184,34209,82,65
10185,34210,85,65
10186,34211,254,160
10187,34212,213,136
10188,34215,9,12
10189,34216,6,8
10190,34217,24,20
10191,34219,2300,1200
10192,34221,219,127
10193,34222,96,46
10194,34223,75,36
10195,34224,84,41
10196,34228,295,193
10197,34229,58,35
10198,34231,107,88
10199,34232,149,110
10200,34233,46,29
10201,34234,161,104
10202,34235,165,110
10203,34236,129,96
10204,34237,52,56
10205,34238,197,133
10206,34239,62,68
10207,34240,196,133
10208,34241,191,127
10209,34242,200,138
10210,34243,297,192
10211,34251,395,247
10212,34266,1100,622
10213,34269,62,33
10214,34275,146,103
10215,34285,39,18
10216,34286,44,18
10217,34287,31,11
10218,34288,90,32
10219,34289,80,34
10220,34291,30,11
10221,34292,122,61
10222,34293,88,40
10223,34420,157,55
10224,34428,68,28
10225,34429,117,43
10226,34431,145,45
10227,34432,256,88
10228,34433,50,19
10229,34434,58,21
10230,34436,236,88
10231,34442,49,17
10232,34446,50,19
10233,34448,145,48
10234,34449,67,28
10235,34450,41,9
10236,34452,35,11
10237,34453,39,13
10238,34461,221,69
10239,34465,59,22
10240,34470,133,40
10241,34471,134,42
10242,34472,108,35
10243,34473,152,55
10244,34474,85,26
10245,34475,110,31
10246,34476,140,47
10247,34479,108,30
10248,34480,164,55
10249,34481,260,90
10250,34482,202,68
10251,34484,91,37
10252,34488,185,64
10253,34491,139,54
10254,34498,58,24
10255,34601,288,109
10256,34602,47,19
10257,34604,81,24
10258,34606,51,17
10259,34607,72,22
10260,34608,93,28
10261,34609,95,28
10262,34610,156,47
10263,34613,261,97
10264,34614,205,72
10265,34637,11,5
10266,34638,252,104
10267,34639,169,80
10268,34652,83,34
10269,34653,102,42
10270,34654,178,79
10271,34655,330,151
10272,34667,148,54
10273,34668,76,30
10274,34669,52,15
10275,34677,183,100
10276,34681,28,19
10277,34683,118,70
10278,34684,130,78
10279,34685,147,81
10280,34688,120,59
10281,34689,85,40
10282,34690,30,12
10283,34691,239,119
10284,34695,188,114
10285,34698,369,205
10286,34705,159,90
10287,34711,173,72
10288,34714,1100,465
10289,34715,123,72
10290,34731,99,39
10291,34734,54,29
10292,34736,3400,1400
10293,34737,116,58
10294,34741,205,95
10295,34743,137,61
10296,34744,488,225
10297,34746,1400,609
10298,34747,610,267
10299,34748,425,201
10300,34753,10,8
10301,34756,65,27
10302,34758,358,145
10303,34759,93,39
10304,34760,84,40
10305,34761,803,374
10306,34762,80,26
10307,34769,41,17
10308,34771,1100,521
10309,34772,880,360
10310,34773,2300,988
10311,34785,342,131
10312,34786,919,407
10313,34787,1600,684
10314,34788,99,51
10315,34797,30,10
10316,34945,272,113
10317,34946,29,17
10318,34947,41,16
10319,34949,126,49
10320,34950,41,16
10321,34951,100,43
10322,34952,181,73
10323,34953,78,22
10324,34956,287,122
10325,34957,181,73
10326,34972,712,313
10327,34974,647,317
10328,34981,70,28
10329,34982,148,57
10330,34983,176,73
10331,34984,118,43
10332,34986,74,19
10333,34987,111,37
10334,34990,313,155
10335,34994,92,43
10336,34996,75,38
10337,34997,391,192
10338,35004,107,26
10339,35005,194,87
10340,35006,426,185
10341,35007,154,65
10342,35010,527,192
10343,35014,141,44
10344,35016,118,49
10345,35019,11,272
10346,35020,346,164
10347,35022,572,240
10348,35023,505,223
10349,35031,113,41
10350,35032,5,5
