,zip_code,num_of_fast_food,num_of_mex-restaurants
1491,6051,110,43
1492,6052,27,7
1493,6053,132,58
1494,6057,47,20
1495,6058,120,52
1496,6060,7,185
1497,6062,103,34
1498,6063,46,17
1499,6065,28,12
1500,6066,74,20
1501,6067,324,129
1502,6068,1100,569
1503,6069,1300,745
1504,6070,182,81
1505,6071,130,47
1506,6073,261,116
1507,6074,282,107
1508,6076,436,133
1509,6078,168,56
1510,6081,7,66
1511,6082,155,51
1512,6084,101,27
1513,6085,48,18
1514,6088,39,13
1515,6089,11,89
1516,6090,7,211
1517,6091,402,155
1518,6092,155,68
1519,6093,150,48
1520,6095,286,116
1521,6096,54,17
1522,6098,347,136
1523,6103,26,13
1524,6105,146,71
1525,6106,176,79
1526,6107,128,61
1527,6108,162,74
1528,6109,160,81
1529,6110,158,70
1530,6111,130,57
1531,6112,63,33
1532,6114,177,81
1533,6117,111,54
1534,6118,171,68
1535,6119,56,36
1536,6120,55,25
1537,6226,16,8
1538,6231,48,17
1539,6232,485,187
1540,6234,24,5
1541,6235,34,13
1542,6237,58,23
1543,6238,79,27
1544,6239,24,5
1545,6241,22,6
1546,6242,24,869
1547,6247,51,15
1548,6248,112,39
1549,6249,344,154
1550,6250,37,14
1551,6254,66,26
1552,6255,47,10
1553,6256,24,7
1554,6259,25,7
1555,6260,24,6
1556,6262,47,7
1557,6264,46,14
1558,6266,51,21
1559,6268,40,15
1560,6277,40,10
1561,6278,25,7
1562,6279,32,8
1563,6280,46,17
1564,6281,47,11
1565,6282,184,42
1566,6320,88,55
1567,6330,47,19
1568,6331,27,8
1569,6332,21,6
1570,6333,98,58
1571,6334,49,21
1572,6335,110,65
1573,6339,115,68
1574,6340,94,57
1575,6351,55,21
1576,6354,23,7
1577,6355,102,64
1578,6357,78,45
1579,6359,61,38
1580,6360,54,20
1581,6365,86,38
1582,6370,100,55
1583,6371,227,134
1584,6373,435,227
1585,6374,25,7
1586,6375,52,33
1587,6376,75,44
1588,6377,24,7
1589,6378,91,62
1590,6379,51,28
1591,6380,6,26
1592,6382,112,64
1593,6384,29,7
1594,6385,92,56
1595,6390,60,48
1596,6401,65,27
1597,6403,23,422
1598,6405,169,113
1599,6409,43,19
1600,6410,240,92
1601,6412,62,25
1602,6413,46,21
1603,6415,485,226
1604,6416,63,29
1605,6417,43,21
1606,6418,67,31
1607,6419,60,26
1608,6420,82,48
1609,6422,145,56
1610,6423,30,13
1611,6424,679,292
1612,6426,24,13
1613,6437,511,275
1614,6438,5,252
1615,6441,66,27
1616,6442,27,15
1617,6443,421,237
1618,6447,105,47
1619,6450,255,100
1620,6451,80,28
1621,6455,72,28
1622,6457,188,74
1623,6460,307,188
1624,6461,122,49
1625,6467,7,7
1626,6468,209,93
1627,6469,551,245
1628,6470,127,73
1629,6471,55,13
1630,6472,213,135
1631,6473,291,164
1632,6475,47,21
1633,6477,335,191
1634,6478,150,66
1635,6479,63,21
1636,6480,185,77
1637,6481,16,10
1638,6482,134,62
1639,6483,248,152
1640,6484,265,141
1641,6488,119,55
1642,6489,310,115
1643,6492,246,135
1644,6498,46,21
1645,6510,37,55
1646,6511,158,111
1647,6512,220,139
1648,6513,119,91
1649,6514,320,176
1650,6515,146,107
1651,6516,280,158
1652,6517,138,102
1653,6518,322,173
1654,6519,67,74
1655,6524,307,166
1656,6525,329,178
1657,6604,227,130
1658,6605,102,62
1659,6606,118,69
1660,6607,42,26
1661,6608,52,36
1662,6610,124,71
1663,6611,239,132
1664,6612,251,160
1665,6614,124,60
1666,6615,104,60
1667,6702,41,17
1668,6704,54,22
1669,6705,70,24
1670,6706,62,23
1671,6708,62,21
1672,6710,40,15
1673,6712,69,22
1674,6716,229,81
1675,6750,5,105
1676,6751,427,193
1677,6752,89,58
1678,6754,5,877
1679,6755,178,109
1680,6756,21,9
1681,6757,7,904
1682,6758,51,23
1683,6759,256,118
1684,6762,101,39
1685,6763,65,27
1686,6770,178,72
1687,6776,267,142
1688,6777,15,11
1689,6778,8,190
1690,6779,52,22
1691,6782,147,58
1692,6783,69,31
1693,6784,28,21
1694,6785,11,10
1695,6786,158,62
1696,6787,106,39
1697,6790,32,12
1698,6791,99,37
1699,6793,21,14
1700,6794,17,12
1701,6795,96,36
1702,6796,95,45
1703,6798,89,35
1704,6801,124,79
1705,6804,103,68
1706,6807,92,92
1707,6810,101,65
1708,6811,107,70
1709,6812,97,62
1710,6820,170,167
1711,6824,225,150
1712,6825,96,62
1713,6830,272,259
1714,6831,261,242
1715,6840,158,147
1716,6850,106,97
1717,6851,82,76
1718,6853,32,33
1719,6854,85,82
1720,6855,74,71
1721,6870,88,91
1722,6877,110,71
1723,6878,91,91
1724,6880,213,172
1725,6883,208,161
1726,6890,74,56
1727,6896,173,118
1728,6897,155,139
1729,6901,39,41
1730,6902,187,188
1731,6903,208,211
1732,6905,89,77
1733,6906,54,52
1734,6907,111,101
1735,7001,65,22
1736,7002,589,580
1737,7003,2100,2000
1738,7004,130,88
1739,7005,276,173
1740,7006,147,113
1741,7008,228,118
1742,7009,203,162
1743,7010,292,302
1744,7011,329,234
1745,7012,73,94
1746,7013,297,217
1747,7014,89,89
1748,7016,240,118
1749,7017,105,68
1750,7018,102,60
1751,7020,1500,1600
1752,7021,23,18
1753,7022,48,27
1754,7023,39,25
1755,7024,780,775
1756,7026,105,94
1757,7027,38,17
1758,7028,239,216
1759,7029,85,55
1760,7030,1000,1200
1761,7031,55,43
1762,7032,413,313
1763,7033,88,41
1764,7034,38,20
1765,7035,114,68
1766,7036,317,141
1767,7039,132,78
1768,7040,70,26
1769,7041,57,28
1770,7042,244,204
1771,7043,60,53
1772,7044,35,48
1773,7045,383,241
1774,7046,26,16
1775,7047,1900,2200
1776,7050,75,46
1777,7052,202,134
1778,7054,394,230
1779,7055,362,243
1780,7057,114,99
1781,7058,118,68
1782,7059,378,244
1783,7060,133,73
1784,7062,36,22
1785,7063,44,28
1786,7064,54,16
1787,7065,62,26
1788,7066,249,113
1789,7067,61,24
1790,7068,169,105
1791,7069,98,60
1792,7070,387,395
1793,7071,460,401
1794,7072,943,857
1795,7073,547,488
1796,7074,99,44
1797,7075,106,97
1798,7076,192,101
1799,7077,61,25
1800,7078,165,84
1801,7079,62,28
1802,7080,191,100
1803,7081,222,112
1804,7082,97,58
1805,7083,308,150
1806,7086,985,1100
1807,7087,895,1100
1808,7088,17,8
1809,7090,212,110
1810,7092,191,105
1811,7093,721,721
1812,7094,1600,1800
1813,7095,151,71
1814,7102,98,51
1815,7103,112,64
1816,7104,305,185
1817,7105,364,225
1818,7106,78,29
1819,7107,301,180
1820,7108,132,57
1821,7109,73,65
1822,7110,288,212
1823,7111,87,27
1824,7112,124,51
1825,7114,335,205
1826,7201,316,194
1827,7202,304,152
1828,7203,311,135
1829,7204,111,55
1830,7205,104,55
1831,7206,293,175
1832,7208,325,179
1833,7302,435,544
1834,7304,162,142
1835,7305,1700,2000
1836,7306,173,171
1837,7307,254,291
1838,7310,910,1100
1839,7311,5,7
1840,7401,26,13
1841,7403,41,26
1842,7405,238,140
1843,7407,103,55
1844,7410,275,177
1845,7416,11,7
1846,7417,98,49
1847,7418,5,175
1848,7419,27,19
1849,7420,42,26
1850,7421,46,37
1851,7422,29,28
1852,7423,29,13
1853,7424,221,187
1854,7430,261,143
1855,7432,28,12
1856,7435,135,87
1857,7436,72,35
1858,7438,98,62
1859,7439,10,6
1860,7440,16,7
1861,7442,57,29
1862,7444,67,41
1863,7446,63,40
1864,7450,195,92
1865,7452,50,21
1866,7456,125,74
1867,7457,23,18
1868,7458,451,269
1869,7460,44,31
1870,7461,159,108
1871,7462,25,21
1872,7463,112,53
1873,7465,32,24
1874,7470,559,355
1875,7480,82,42
1876,7481,120,47
1877,7501,72,37
1878,7502,67,37
1879,7503,87,87
1880,7504,25,11
1881,7505,17,14
1882,7506,210,97
1883,7508,193,100
1884,7512,191,139
1885,7513,28,10
1886,7514,76,36
1887,7522,72,35
1888,7524,31,14
1889,7601,378,242
1890,7603,28,20
1891,7604,120,89
1892,7605,102,78
1893,7606,606,508
1894,7607,116,56
1895,7608,103,54
1896,7620,1100,860
1897,7621,72,32
1898,7624,158,104
1899,7626,19,10
1900,7627,17,10
1901,7628,34,17
1902,7630,178,77
1903,7631,472,405
1904,7632,567,501
1905,7640,26,12
1906,7641,27,19
1907,7642,123,61
1908,7643,87,46
1909,7644,142,102
1910,7645,129,75
1911,7646,75,29
1912,7647,24,10
1913,7648,25,9
1914,7649,43,25
1915,7650,123,88
1916,7652,255,132
1917,7656,26,11
1918,7657,144,101
1919,7660,86,48
1920,7661,106,42
1921,7662,116,61
1922,7663,100,68
1923,7666,431,299
1924,7670,338,315
1925,7675,89,45
1926,7676,33,17
1927,7677,136,64
1928,7701,81,80
1929,7702,36,38
1930,7704,18,29
1931,7711,38,33
1932,7712,176,169
1933,7716,37,45
1934,7717,12,24
1935,7718,13,10
1936,7719,207,179
1937,7720,17,30
1938,7721,15,20
1939,7722,242,210
1940,7723,41,31
1941,7724,82,75
1942,7726,169,101
1943,7727,265,219
1944,7728,792,552
1945,7730,38,42
1946,7731,233,185
1947,7732,189,153
1948,7733,236,191
1949,7734,16,12
1950,7735,60,50
1951,7737,12,7
1952,7738,68,48
1953,7739,79,74
1954,7740,86,88
1955,7746,45,36
1956,7747,54,39
1957,7748,202,173
1958,7750,11,24
1959,7751,256,226
1960,7753,200,191
1961,7755,44,27
1962,7756,18,30
1963,7757,45,44
1964,7758,13,12
1965,7760,56,64
1966,7762,24,28
1967,7764,44,33
1968,7801,204,108
1969,7803,42,24
1970,7821,325,170
1971,7822,10,149
1972,7823,47,32
1973,7825,251,107
1974,7826,24,14
1975,7827,26,10
1976,7828,30,13
1977,7830,89,56
1978,7832,276,110
1979,7834,233,127
1980,7836,111,56
1981,7838,39,21
1982,7840,63,30
1983,7843,48,23
1984,7847,26,8
1985,7848,31,18
1986,7849,135,70
1987,7850,47,18
1988,7852,49,17
1989,7853,74,38
1990,7856,68,33
1991,7857,19,5
1992,7860,247,129
1993,7863,40,21
1994,7865,17,12
1995,7866,200,106
1996,7869,189,96
1997,7871,57,33
1998,7874,95,56
1999,7876,57,28
2000,7878,6,69
2001,7882,52,34
2002,7885,190,103
2003,7901,165,84
2004,7920,244,143
2005,7921,150,106
2006,7922,102,61
2007,7924,17,5
2008,7927,31,22
2009,7928,121,59
2010,7930,135,72
2011,7931,162,99
2012,7932,98,52
2013,7933,72,39
2014,7934,10,7
2015,7935,19,6
2016,7936,100,48
2017,7939,39,17
2018,7940,93,52
2019,7945,215,107
2020,7946,64,36
2021,7950,111,66
2022,7960,339,166
2023,7974,122,65
2024,7976,72,31
2025,7977,145,95
2026,7979,99,69
2027,7980,8,207
2028,7981,121,59
2029,8001,25,10
2030,8002,187,95
2031,8003,150,81
2032,8004,16,11
2033,8005,203,132
2034,8006,31,29
2035,8007,52,19
2036,8008,154,133
2037,8009,220,111
2038,8010,105,40
2039,8012,388,247
2040,8014,50,24
2041,8015,22,10
2042,8016,349,160
2043,8019,293,166
2044,8020,46,18
2045,8021,580,455
2046,8022,161,75
2047,8023,7,117
2048,8026,32,23
2049,8027,604,480
2050,8028,146,65
2051,8029,46,20
2052,8030,58,57
2053,8031,222,201
2054,8033,190,118
2055,8034,190,96
2056,8035,46,28
2057,8036,58,21
2058,8037,531,396
2059,8038,13,1200
2060,8041,20,10
2061,8042,11,5
2062,8043,549,397
2063,8045,36,17
2064,8046,94,36
2065,8048,222,98
2066,8049,35,18
2067,8050,42,37
2068,8051,60,26
2069,8052,173,88
2070,8053,317,151
2071,8054,416,194
2072,8055,166,77
2073,8056,25,10
2074,8057,502,273
2075,8059,42,27
2076,8060,229,94
2077,8061,14,472
2078,8062,119,48
2079,8063,11,10
2080,8064,41,19
2081,8065,26,14
2082,8066,85,27
2083,8067,181,101
2084,8068,57,27
2085,8069,137,100
2086,8070,148,99
2087,8071,17,10
2088,8072,429,240
2089,8075,120,53
2090,8077,161,80
2091,8078,165,109
2092,8079,397,214
2093,8080,285,123
2094,8081,198,93
2095,8083,138,75
2096,8084,37,21
2097,8085,205,82
2098,8086,751,542
2099,8087,161,138
2100,8088,509,238
2101,8089,77,44
2102,8090,22,7
2103,8091,61,32
2104,8092,37,38
2105,8093,188,166
2106,8094,756,522
2107,8096,726,544
2108,8097,22,8
2109,8098,30,16
2110,8102,265,291
2111,8103,486,446
2112,8104,148,170
2113,8105,47,48
2114,8106,53,24
2115,8107,66,35
2116,8108,336,299
2117,8109,331,284
2118,8110,914,632
2119,8201,71,68
2120,8202,12,13
2121,8203,42,47
2122,8204,49,58
2123,8205,167,154
2124,8210,151,151
2125,8212,12,19
2126,8215,225,179
2127,8221,38,32
2128,8223,45,50
2129,8224,170,150
2130,8225,165,161
2131,8226,80,84
2132,8230,6,9
2133,8232,78,71
2134,8234,171,157
2135,8240,7,6
2136,8241,10,9
2137,8242,33,35
2138,8243,183,9
2139,8244,37,31
2140,8247,35,36
2141,8251,15,11
2142,8260,49,62
2143,8270,202,175
2144,8302,243,132
2145,8310,8,154
2146,8311,37,26
2147,8312,36,18
2148,8314,155,133
2149,8316,142,110
2150,8317,192,159
2151,8318,305,169
2152,8319,33,18
2153,8320,10,6
2154,8321,152,109
2155,8322,86,39
2156,8323,10,7
2157,8324,127,113
2158,8326,12,10
2159,8327,7,579
2160,8328,80,45
2161,8330,236,172
2162,8332,100,69
2163,8340,47,25
2164,8341,21,15
2165,8343,90,35
2166,8344,300,146
2167,8345,24,14
2168,8348,22,9
2169,8349,23,11
2170,8352,33,17
2171,8353,12,8
2172,8360,193,115
2173,8361,43,23
2174,8401,64,66
2175,8402,6,11
2176,8403,55,61
2177,8406,24,35
2178,8501,144,71
2179,8502,228,151
2180,8505,238,106
2181,8510,134,78
2182,8511,18,5
2183,8512,227,107
2184,8514,125,50
2185,8515,172,81
2186,8518,79,32
2187,8520,179,81
2188,8525,134,91
2189,8527,589,400
2190,8530,100,56
2191,8533,76,26
2192,8534,195,115
2193,8535,139,73
2194,8536,81,41
2195,8540,1000,587
2196,8542,15,19
2197,8550,219,108
2198,8551,98,75
2199,8553,5,25
2200,8554,7,129
2201,8555,150,93
2202,8558,172,101
2203,8559,60,46
2204,8560,180,97
2205,8561,24,7
2206,8562,99,56
2207,8608,11,14
2208,8609,48,34
2209,8610,98,50
2210,8611,95,53
2211,8618,93,52
2212,8619,117,58
2213,8620,211,89
2214,8628,62,42
2215,8629,52,33
2216,8638,106,59
2217,8640,44,22
2218,8641,18,7
2219,8648,242,115
2220,8690,100,52
2221,8691,829,484
2222,8701,214,157
2223,8720,11,7
2224,8721,113,58
2225,8722,24,15
2226,8723,181,131
2227,8724,226,165
2228,8730,28,34
2229,8731,253,168
2230,8732,62,39
2231,8733,22,10
2232,8734,22,14
2233,8735,52,30
2234,8736,76,65
2235,8738,65,47
2236,8740,59,33
2237,8741,27,18
2238,8742,72,55
2239,8750,21,18
2240,8751,12,8
2241,8752,226,155
2242,8753,163,108
2243,8755,183,116
2244,8757,136,87
2245,8758,42,38
2246,8759,420,277
2247,8801,46,34
2248,8802,48,42
2249,8804,76,48
2250,8805,30,26
2251,8807,261,192
2252,8809,9,10
2253,8810,36,14
2254,8812,120,65
2255,8816,413,263
2256,8817,225,136
2257,8820,243,117
2258,8821,45,38
2259,8822,527,315
2260,8823,65,33
2261,8824,68,59
2262,8825,41,45
2263,8826,42,31
2264,8827,32,28
2265,8828,10,8
2266,8829,8,5
2267,8830,83,34
2268,8831,1200,788
2269,8832,43,26
2270,8833,82,57
2271,8835,39,32
2272,8836,81,62
2273,8837,590,360
2274,8840,200,127
2275,8844,933,544
2276,8846,152,90
2277,8848,67,42
2278,8850,50,31
2279,8852,304,199
2280,8853,22,14
2281,8854,556,333
2282,8857,351,249
2283,8859,123,78
2284,8861,139,66
2285,8863,173,79
2286,8865,363,180
2287,8867,45,34
2288,8869,27,24
2289,8872,466,293
2290,8873,401,269
2291,8876,170,111
2292,8879,473,322
2293,8880,33,23
2294,8882,36,24
2295,8884,19,11
2296,8886,83,43
2297,8887,89,67
2298,8889,97,71
2299,8901,191,140
2300,8902,448,273
2301,8904,80,79
2302,10001,756,805
2303,10002,399,619
2304,10003,589,821
2305,10004,2000,2500
2306,10005,137,128
2307,10006,150,134
2308,10007,173,190
2309,10009,477,751
2310,10010,764,937
2311,10011,1400,1700
2312,10012,537,765
2313,10013,470,679
2314,10014,604,798
2315,10016,835,929
2316,10017,781,783
2317,10018,724,739
2318,10019,1200,1400
2319,10021,403,428
2320,10022,715,718
2321,10023,389,406
2322,10024,587,669
2323,10025,586,670
2324,10026,165,184
2325,10027,158,160
2326,10028,263,289
2327,10029,169,211
2328,10030,166,131
2329,10031,109,83
2330,10032,322,296
2331,10033,66,90
2332,10034,218,242
2333,10035,571,629
2334,10036,725,727
2335,10037,162,155
2336,10038,353,450
2337,10039,355,367
2338,10040,59,79
2339,10044,1200,1500
2340,10065,524,540
2341,10069,45,54
2342,10075,311,338
2343,10128,184,243
2344,10162,70,86
2345,10280,259,305
2346,10282,111,112
2347,10301,325,331
2348,10302,72,53
2349,10303,273,165
2350,10304,285,305
2351,10305,333,360
2352,10306,172,139
2353,10307,20,23
2354,10308,55,31
2355,10309,144,70
2356,10310,81,77
2357,10312,125,86
2358,10314,1900,2000
2359,10451,330,352
2360,10452,107,89
2361,10453,284,299
2362,10454,400,410
2363,10455,341,353
2364,10456,358,368
2365,10457,303,324
2366,10458,230,259
2367,10459,47,57
2368,10460,254,288
2369,10461,152,149
2370,10462,188,195
2371,10463,170,207
2372,10464,261,238
2373,10465,491,466
2374,10466,119,97
2375,10467,552,535
2376,10468,205,246
2377,10469,167,142
2378,10470,158,134
2379,10471,123,144
2380,10472,174,174
2381,10473,121,129
2382,10474,192,186
2383,10475,391,401
2384,10501,10,6
2385,10502,38,28
2386,10504,221,221
2387,10505,6,6
2388,10506,175,153
2389,10507,20,19
2390,10509,119,78
2391,10510,41,47
2392,10511,13,14
2393,10512,393,303
2394,10514,179,171
2395,10516,115,80
2396,10517,11,28
2397,10518,11,12
2398,10520,167,143
2399,10522,25,16
2400,10523,102,97
2401,10524,127,92
2402,10526,14,9
2403,10527,5,5
2404,10528,132,142
2405,10530,131,107
2406,10532,18,16
2407,10533,28,25
2408,10535,82,74
2409,10536,89,91
2410,10537,10,80
2411,10538,176,132
2412,10541,77,52
2413,10543,128,119
2414,10546,5,135
2415,10547,38,25
2416,10548,8,5
2417,10549,138,140
2418,10550,85,68
2419,10552,91,66
2420,10553,20,13
2421,10560,117,90
2422,10562,180,153
2423,10566,30,20
2424,10567,93,89
2425,10570,227,207
2426,10573,78,84
2427,10576,138,142
2428,10577,96,98
2429,10578,7,71
2430,10579,96,78
2431,10580,116,110
2432,10583,176,143
2433,10588,8,7
2434,10589,21,16
2435,10590,134,133
2436,10591,92,91
2437,10594,11,9
2438,10595,88,83
2439,10596,36,30
2440,10597,128,98
2441,10598,88,88
2442,10601,34,31
2443,10603,103,89
2444,10604,323,326
2445,10605,124,116
2446,10606,59,50
2447,10607,109,87
2448,10701,223,182
2449,10703,200,152
2450,10704,324,324
2451,10705,72,52
2452,10706,46,22
2453,10707,57,31
2454,10708,272,248
2455,10709,59,31
2456,10710,64,46
2457,10801,225,182
2458,10803,312,302
2459,10804,168,131
2460,10805,67,52
2461,10901,192,138
2462,10913,116,84
2463,10914,121,79
2464,10916,108,73
2465,10917,24,13
2466,10918,78,62
2467,10919,24,19
2468,10920,83,62
2469,10921,15,18
2470,10922,88,68
2471,10923,13,9
2472,10924,294,208
2473,10925,6,6
2474,10926,24,13
2475,10927,14,9
2476,10928,108,83
2477,10930,102,81
2478,10931,29,21
2479,10933,50,44
2480,10940,166,118
2481,10941,55,46
2482,10950,440,325
2483,10952,222,149
2484,10954,85,59
2485,10956,72,56
2486,10958,47,48
2487,10960,339,263
2488,10962,108,80
2489,10963,51,38
2490,10964,100,69
2491,10965,107,74
2492,10968,22,12
2493,10969,226,155
2494,10970,171,125
2495,10973,26,23
2496,10974,135,89
2497,10975,21,10
2498,10976,23,13
2499,10977,247,165
2500,10980,142,110
2501,10983,23,10
2502,10984,11,5
2503,10986,18,16
2504,10987,85,70
2505,10988,183,135
2506,10989,81,62
2507,10990,414,272
2508,10992,9,252
2509,10993,13,9
2510,10994,82,60
2511,10996,19,16
2512,10998,56,45
2513,11001,98,48
2514,11003,91,35
2515,11004,79,43
2516,11005,15,7
2517,11010,88,46
2518,11020,58,31
2519,11021,66,35
2520,11023,64,33
2521,11024,224,142
2522,11030,246,133
2523,11040,310,152
2524,11042,22,13
2525,11050,117,85
2526,11096,68,32
2527,11101,2400,3000
2528,11102,145,190
2529,11103,151,206
2530,11104,110,162
2531,11105,414,610
2532,11106,199,273
2533,11109,20,42
2534,11201,722,1100
2535,11203,306,245
2536,11204,267,276
2537,11205,781,1200
2538,11206,601,955
2539,11207,1300,1600
2540,11208,795,830
2541,11209,161,196
2542,11210,217,164
2543,11211,2300,3000
2544,11212,292,267
2545,11213,96,66
2546,11214,174,145
2547,11215,388,510
2548,11216,505,706
2549,11217,185,260
2550,11218,330,421
2551,11219,273,319
2552,11220,204,303
2553,11221,364,536
2554,11222,1200,1600
2555,11223,155,120
2556,11224,339,321
2557,11225,109,113
2558,11226,333,356
2559,11228,176,223
2560,11229,150,107
2561,11230,257,241
2562,11231,430,598
2563,11232,323,449
2564,11233,336,426
2565,11234,535,496
2566,11235,106,84
2567,11236,149,37
2568,11237,330,522
2569,11238,573,774
2570,11239,27,5
2571,11354,166,155
2572,11355,221,180
2573,11356,139,185
2574,11357,121,80
2575,11358,140,69
2576,11360,99,45
2577,11361,124,60
2578,11362,103,52
2579,11363,28,14
2580,11364,146,74
2581,11365,208,116
2582,11366,551,396
2583,11367,256,239
2584,11368,243,282
2585,11369,263,352
2586,11370,1700,2000
2587,11372,317,439
2588,11373,382,541
2589,11374,274,365
2590,11375,264,301
2591,11377,402,635
2592,11378,382,718
2593,11379,317,489
2594,11385,1700,2000
2595,11411,29,6
2596,11412,142,57
2597,11413,391,192
2598,11414,105,56
2599,11415,78,75
2600,11416,203,142
2601,11417,164,104
2602,11418,238,158
2603,11419,203,129
2604,11420,177,101
2605,11421,221,173
2606,11422,370,192
2607,11423,143,72
2608,11426,99,52
2609,11427,143,63
2610,11428,121,53
2611,11429,100,39
2612,11430,342,186
2613,11432,172,96
2614,11433,169,82
2615,11434,444,311
2616,11435,200,122
2617,11436,33,12
2618,11501,122,62
2619,11507,100,49
2620,11509,23,22
2621,11510,248,154
2622,11514,66,25
